"S.no","temperature","outlier"
961,76.60666667,"No"
962,76.70166667,"No"
963,76.64166667,"No"
964,76.44833333,"No"
965,76.38,"No"
966,76.58333333,"No"
967,76.69666667,"No"
968,76.765,"No"
969,76.64833333,"No"
970,76.51333333,"No"
971,76.595,"No"
972,76.86666667,"No"
973,76.9,"No"
974,76.90333333,"No"
975,76.9,"No"
976,76.835,"No"
977,76.88,"No"
978,77.08,"No"
979,77.12166667,"No"
980,77.145,"No"
981,77.1,"No"
982,77.1,"No"
983,77.23,"No"
984,77.4,"No"
985,77.385,"No"
986,77.3,"No"
987,77.29833333,"No"
988,77.28666667,"No"
989,77.45,"No"
990,77.49833333,"No"
991,77.49833333,"No"
992,77.39833333,"No"
993,77.26833333,"No"
994,77.25,"No"
995,77.47166667,"No"
996,77.46,"No"
997,77.4,"No"
998,77.32166667,"No"
999,77.29333333,"No"
1000,77.24833333,"No"
1001,77.39666667,"No"
1002,77.42,"No"
1003,77.4,"No"
1004,77.31166667,"No"
1005,77.20166667,"No"
1006,77.13,"No"
1007,77.26333333,"No"
1008,77.2,"No"
1009,77.2,"No"
1010,77.2,"No"
1011,77.24,"No"
1012,77.44666667,"No"
1013,77.43833333,"No"
1014,77.35333333,"No"
1015,77.345,"No"
1016,77.38333333,"No"
1017,77.46,"No"
1018,77.62,"No"
1019,77.6,"No"
1020,77.59,"No"
1021,77.54666667,"No"
1022,77.5,"No"
1023,77.56833333,"No"
1024,77.80333333,"No"
1025,77.81,"No"
1026,77.70166667,"No"
1027,77.7,"No"
1028,77.7,"No"
1029,77.78,"No"
1030,77.96166667,"No"
1031,77.9,"No"
1032,77.9,"No"
1033,77.80166667,"No"
1034,77.72833333,"No"
1035,77.87666667,"No"
1036,77.95166667,"No"
1037,77.88,"No"
1038,77.80166667,"No"
1039,77.68,"No"
1040,77.6,"No"
1041,77.725,"No"
1042,77.85,"No"
1043,77.755,"No"
1044,77.70166667,"No"
1045,77.655,"No"
1046,77.6,"No"
1047,77.71666667,"No"
1048,77.9,"No"
1049,77.9,"No"
1050,77.845,"No"
1051,77.69333333,"No"
1052,77.64333333,"No"
1053,77.895,"No"
1054,77.99833333,"No"
1055,77.95166667,"No"
1056,77.80833333,"No"
1057,77.7,"No"
1058,77.83166667,"No"
1059,78.04,"No"
1060,78,"No"
1061,77.99833333,"No"
1062,77.875,"No"
1063,77.8,"No"
1064,77.925,"No"
1065,78,"No"
1066,77.985,"No"
1067,77.89833333,"No"
1068,77.75333333,"No"
1069,77.755,"No"
1070,77.97666667,"No"
1071,78.04,"No"
1072,77.91833333,"No"
1073,77.9,"No"
1074,77.84,"No"
1075,77.84666667,"No"
1076,78.05166667,"No"
1077,78.03166667,"No"
1078,77.955,"No"
1079,77.985,"No"
1080,77.93,"No"
1081,78.09166667,"No"
1082,78.285,"No"
1083,78.29666667,"No"
1084,78.24166667,"No"
1085,78.15833333,"No"
1086,78.125,"No"
1087,78.32666667,"No"
1088,78.465,"No"
1089,78.41833333,"No"
1090,78.4,"No"
1091,78.32666667,"No"
1092,78.33,"No"
1093,78.59166667,"No"
1094,78.66,"No"
1095,78.62833333,"No"
1096,78.58333333,"No"
1097,78.43666667,"No"
1098,78.45833333,"No"
1099,78.585,"No"
1100,78.49666667,"No"
1101,78.355,"No"
1102,78.125,"No"
1103,77.83333333,"No"
1104,77.71,"No"
1105,77.75,"No"
1106,77.61,"No"
1107,77.495,"No"
1108,77.295,"No"
1109,77.10333333,"No"
1110,77.18666667,"No"
1111,77.2,"No"
1112,77.12333333,"No"
1113,76.83166667,"No"
1114,76.54666667,"No"
1115,76.69833333,"No"
1116,76.82166667,"No"
1117,76.83166667,"No"
1118,76.70166667,"No"
1119,76.47666667,"No"
1120,76.52333333,"No"
1121,76.75833333,"No"
1122,76.845,"No"
1123,76.88166667,"No"
1124,76.71666667,"No"
1125,76.59333333,"No"
1126,76.65833333,"No"
1127,76.765,"No"
1128,76.82666667,"No"
1129,76.71,"No"
1130,76.6,"No"
1131,76.64333333,"No"
1132,76.79,"No"
1133,76.70333333,"No"
1134,76.685,"No"
1135,76.67333333,"No"
1136,76.63833333,"No"
1137,76.73166667,"No"
1138,76.7,"No"
1139,76.7,"No"
1140,76.64,"No"
1141,76.645,"No"
1142,76.75833333,"No"
1143,76.7,"No"
1144,76.63833333,"No"
1145,76.47333333,"No"
1146,76.25166667,"No"
1147,76.16333333,"No"
1148,76.01,"No"
1149,75.84833333,"No"
1150,75.50166667,"No"
1151,75.09333333,"No"
1152,74.90333333,"No"
1153,74.83833333,"No"
1154,74.8,"No"
1155,74.755,"No"
1156,74.59833333,"No"
1157,74.33833333,"No"
1158,74.34833333,"No"
1159,74.595,"No"
1160,74.75833333,"No"
1161,74.8,"No"
1162,74.75166667,"No"
1163,74.7,"No"
1164,74.84833333,"No"
1165,74.83666667,"No"
1166,74.15666667,"No"
1167,72.89,"No"
1168,76.135,"No"
1169,82.09833333,"No"
1170,83.00666667,"No"
1171,82.58666667,"No"
1172,82.20833333,"No"
1173,81.90166667,"No"
1174,81.58333333,"No"
1175,81.25833333,"No"
1176,80.94333333,"No"
1177,80.64166667,"No"
1178,80.33833333,"No"
1179,80.03,"No"
1180,79.76166667,"No"
1181,79.49,"No"
1182,79.20333333,"No"
1183,78.915,"No"
1184,78.675,"No"
1185,78.415,"No"
1186,78.14,"No"
1187,77.87333333,"No"
1188,77.61166667,"No"
1189,77.365,"No"
1190,77.10166667,"No"
1191,76.845,"No"
1192,76.585,"No"
1193,76.35,"No"
1194,76.12833333,"No"
1195,75.90666667,"No"
1196,75.685,"No"
1197,75.43,"No"
1198,75.19833333,"No"
1199,74.945,"No"
1200,74.69666667,"No"
1201,74.42166667,"No"
1202,74.15833333,"No"
1203,73.88166667,"No"
1204,73.61166667,"No"
1205,73.35,"No"
1206,73.08,"No"
1207,72.80166667,"No"
1208,72.525,"No"
1209,72.25666667,"No"
1210,71.98833333,"No"
1211,71.71333333,"No"
1212,71.445,"No"
1213,71.165,"No"
1214,70.89166667,"No"
1215,70.61666667,"No"
1216,70.32333333,"No"
1217,70.02,"No"
1218,69.72,"No"
1219,69.43333333,"No"
1220,69.13666667,"No"
1221,68.83333333,"No"
1222,68.56,"No"
1223,68.27833333,"No"
1224,67.995,"No"
1225,67.71333333,"No"
1226,67.44833333,"No"
1227,67.18666667,"No"
1228,66.91666667,"No"
1229,66.67,"No"
1230,66.4,"No"
1231,66.13333333,"No"
1232,65.88833333,"No"
1233,65.64333333,"No"
1234,65.38833333,"No"
1235,65.145,"No"
1236,64.90333333,"No"
1237,64.65833333,"No"
1238,64.415,"No"
1239,64.19333333,"No"
1240,63.96166667,"No"
1241,64.435,"No"
1242,64.97,"No"
1243,65.47333333,"No"
1244,66.01833333,"No"
1245,66.55666667,"No"
1246,67.08666667,"No"
1247,67.60833333,"No"
1248,68.13333333,"No"
1249,68.61333333,"No"
1250,69.095,"No"
1251,69.575,"No"
1252,70.045,"No"
1253,70.525,"No"
1254,71.015,"No"
1255,71.475,"No"
1256,71.91833333,"No"
1257,72.37,"No"
1258,72.8,"No"
1259,73.20833333,"No"
1260,73.60333333,"No"
1261,73.79833333,"No"
1262,73.56166667,"No"
1263,72.15166667,"No"
1264,72.085,"No"
1265,76.22666667,"No"
1266,78.87,"No"
1267,79.88333333,"No"
1268,80.32666667,"No"
1269,80.24833333,"No"
1270,78.305,"No"
1271,77.74,"No"
1272,78.22166667,"No"
1273,78.3,"No"
1274,78.15166667,"No"
1275,77.39333333,"No"
1276,76.1,"No"
1277,76.87833333,"No"
1278,77.95833333,"No"
1279,78.38833333,"No"
1280,78.44333333,"No"
1281,77.93,"No"
1282,77.10166667,"No"
1283,77.89,"No"
1284,78.77,"No"
1285,79.04333333,"No"
1286,78.90833333,"No"
1287,77.72333333,"No"
1288,76.25166667,"No"
1289,76.285,"No"
1290,76.67,"No"
1291,76.8,"No"
1292,76.66,"No"
1293,75.91833333,"No"
1294,75.49333333,"No"
1295,76.06333333,"No"
1296,76.60666667,"No"
1297,76.79333333,"No"
1298,76.64333333,"No"
1299,76.06333333,"No"
1300,75.935,"No"
1301,76.54333333,"No"
1302,76.92666667,"No"
1303,76.99833333,"No"
1304,76.70166667,"No"
1305,76.15833333,"No"
1306,76.35166667,"No"
1307,76.82,"No"
1308,77.04666667,"No"
1309,76.985,"No"
1310,76.43166667,"No"
1311,76.06833333,"No"
1312,76.36166667,"No"
1313,76.66666667,"No"
1314,76.775,"No"
1315,76.415,"No"
1316,75.82166667,"No"
1317,75.82166667,"No"
1318,76.145,"No"
1319,76.3,"No"
1320,76.185,"No"
1321,75.64666667,"No"
1322,75.32333333,"No"
1323,75.57833333,"No"
1324,75.85666667,"No"
1325,75.88333333,"No"
1326,75.59,"No"
1327,75.13166667,"No"
1328,75.04,"No"
1329,75.185,"No"
1330,75.00833333,"No"
1331,74.27333333,"No"
1332,72.89333333,"No"
1333,71.64,"No"
1334,71.09333333,"No"
1335,70.92833333,"No"
1336,70.905,"No"
1337,70.84833333,"No"
1338,70.61833333,"No"
1339,70.55166667,"No"
1340,70.875,"No"
1341,71.295,"No"
1342,71.50666667,"No"
1343,71.46833333,"No"
1344,71.23,"No"
1345,71.35666667,"No"
1346,71.66833333,"No"
1347,71.94,"No"
1348,71.95166667,"No"
1349,71.69833333,"No"
1350,71.65166667,"No"
1351,71.93833333,"No"
1352,72.24333333,"No"
1353,72.4,"No"
1354,72.32333333,"No"
1355,72.14,"No"
1356,72.25833333,"No"
1357,72.42166667,"No"
1358,72.645,"No"
1359,72.7,"No"
1360,72.62666667,"No"
1361,72.75333333,"No"
1362,75.85833333,"No"
1363,77.99333333,"No"
1364,78.68166667,"No"
1365,79.04,"No"
1366,79.085,"No"
1367,78.93666667,"No"
1368,78.72,"No"
1369,78.48666667,"No"
1370,75.72666667,"No"
1371,71.56,"No"
1372,68.13666667,"No"
1373,69.15833333,"No"
1374,73.89166667,"No"
1375,79.02666667,"No"
1376,82.88333333,"No"
1377,82.06333333,"No"
1378,81.285,"No"
1379,80.57833333,"No"
1380,79.93,"No"
1381,79.31833333,"No"
1382,78.69333333,"No"
1383,78.08666667,"No"
1384,77.51333333,"No"
1385,76.965,"No"
1386,76.41333333,"No"
1387,75.85,"No"
1388,75.31166667,"No"
1389,74.79666667,"No"
1390,74.27166667,"No"
1391,73.76833333,"No"
1392,73.265,"No"
1393,72.75833333,"No"
1394,72.26666667,"No"
1395,71.785,"No"
1396,71.31333333,"No"
1397,70.875,"No"
1398,70.42,"No"
1399,69.99333333,"No"
1400,69.52333333,"No"
1401,68.89833333,"No"
1402,68.26333333,"No"
1403,67.66666667,"No"
1404,67.11333333,"No"
1405,66.60833333,"No"
1406,66.145,"No"
1407,65.73333333,"No"
1408,65.32,"No"
1409,64.92833333,"No"
1410,64.53333333,"No"
1411,64.14,"No"
1412,63.97666667,"No"
1413,64.22833333,"No"
1414,64.49333333,"No"
1415,64.75333333,"No"
1416,64.98666667,"No"
1417,65.21,"No"
1418,65.44833333,"No"
1419,66.87833333,"No"
1420,70.61,"No"
1421,72.94333333,"No"
1422,74.22,"No"
1423,77.15,"No"
1424,79.32666667,"No"
1425,79.655,"No"
1426,79.66166667,"No"
1427,79.485,"No"
1428,77.05166667,"No"
1429,72.44666667,"No"
1430,70.99333333,"No"
1431,70.55833333,"No"
1432,70.11166667,"No"
1433,68.80666667,"No"
1434,66.84833333,"No"
1435,66.715,"No"
1436,67.04333333,"No"
1437,67.22666667,"No"
1438,67.10166667,"No"
1439,66.09833333,"No"
1440,65.86166667,"No"
1441,66.365,"No"
1442,66.615,"No"
1443,66.59166667,"No"
1444,66.01833333,"No"
1445,65.80333333,"No"
1446,66.41666667,"No"
1447,66.95166667,"No"
1448,67.075,"No"
1449,66.77833333,"No"
1450,66.53666667,"No"
1451,66.99,"No"
1452,67.53666667,"No"
1453,67.81666667,"No"
1454,67.72666667,"No"
1455,67.47666667,"No"
1456,67.49,"No"
1457,68.045,"No"
1458,68.49166667,"No"
1459,68.6,"No"
1460,68.565,"No"
1461,68.44,"No"
1462,68.65166667,"No"
1463,69.14166667,"No"
1464,69.36,"No"
1465,69.39833333,"No"
1466,69.29166667,"No"
1467,69.15,"No"
1468,69.41666667,"No"
1469,69.85,"No"
1470,70,"No"
1471,69.95666667,"No"
1472,69.775,"No"
1473,69.615,"No"
1474,70.00333333,"No"
1475,70.36333333,"No"
1476,70.46666667,"No"
1477,70.36,"No"
1478,70.17333333,"No"
1479,70.12,"No"
1480,70.48,"No"
1481,70.76833333,"No"
1482,70.78,"No"
1483,70.57333333,"No"
1484,70.32166667,"No"
1485,70.39166667,"No"
1486,70.70166667,"No"
1487,70.88833333,"No"
1488,70.84166667,"No"
1489,70.57666667,"No"
1490,70.33666667,"No"
1491,70.29166667,"No"
1492,70.62,"No"
1493,70.83,"No"
1494,70.80833333,"No"
1495,70.495,"No"
1496,70.18666667,"No"
1497,70.33333333,"No"
1498,70.65,"No"
1499,70.75833333,"No"
1500,70.62,"No"
1501,70.28333333,"No"
1502,70.01666667,"No"
1503,70.28333333,"No"
1504,70.62333333,"No"
1505,70.74333333,"No"
1506,70.58,"No"
1507,70.20166667,"No"
1508,70.00666667,"No"
1509,70.29166667,"No"
1510,70.58833333,"No"
1511,70.68166667,"No"
1512,70.44166667,"No"
1513,70.11,"No"
1514,70.015,"No"
1515,70.335,"No"
1516,70.56,"No"
1517,70.58333333,"No"
1518,70.31833333,"No"
1519,70.03666667,"No"
1520,70.19166667,"No"
1521,70.50333333,"No"
1522,70.50333333,"No"
1523,70.405,"No"
1524,70.06,"No"
1525,70.075,"No"
1526,70.46,"No"
1527,70.7,"No"
1528,70.58,"No"
1529,70.395,"No"
1530,70.05333333,"No"
1531,70.20166667,"No"
1532,70.63666667,"No"
1533,70.81666667,"No"
1534,70.85833333,"No"
1535,70.59166667,"No"
1536,70.315,"No"
1537,70.49666667,"No"
1538,70.82666667,"No"
1539,71.04333333,"No"
1540,70.99166667,"No"
1541,70.62666667,"No"
1542,70.33333333,"No"
1543,70.41666667,"No"
1544,70.79166667,"No"
1545,70.985,"No"
1546,70.89,"No"
1547,70.59333333,"No"
1548,70.48166667,"No"
1549,70.59,"No"
1550,70.89333333,"No"
1551,71,"No"
1552,70.855,"No"
1553,70.46833333,"No"
1554,70.38666667,"No"
1555,70.68333333,"No"
1556,70.98666667,"No"
1557,71.1,"No"
1558,70.97333333,"No"
1559,70.96666667,"No"
1560,71.30666667,"No"
1561,71.64666667,"No"
1562,71.87166667,"No"
1563,71.81166667,"No"
1564,71.68833333,"No"
1565,71.92333333,"No"
1566,72.265,"No"
1567,72.53666667,"No"
1568,72.6,"No"
1569,72.46833333,"No"
1570,72.41333333,"No"
1571,72.65166667,"No"
1572,72.89833333,"No"
1573,73.08833333,"No"
1574,73.11,"No"
1575,72.95833333,"No"
1576,72.96833333,"No"
1577,73.26333333,"No"
1578,73.48,"No"
1579,73.66166667,"No"
1580,73.67166667,"No"
1581,73.485,"No"
1582,73.47333333,"No"
1583,73.745,"No"
1584,73.955,"No"
1585,73.99333333,"No"
1586,73.87333333,"No"
1587,73.66666667,"No"
1588,73.725,"No"
1589,73.96166667,"No"
1590,74.11,"No"
1591,74.19666667,"No"
1592,74.07833333,"No"
1593,73.88166667,"No"
1594,73.80166667,"No"
1595,74.025,"No"
1596,74.295,"No"
1597,74.4,"No"
1598,74.20333333,"No"
1599,73.73166667,"No"
1600,73.61333333,"No"
1601,73.80166667,"No"
1602,73.88,"No"
1603,73.63333333,"No"
1604,72.94,"No"
1605,72.41166667,"No"
1606,72.42333333,"No"
1607,72.54333333,"No"
1608,72.45666667,"No"
1609,72.1,"No"
1610,71.48,"No"
1611,71.19833333,"No"
1612,71.29666667,"No"
1613,71.4,"No"
1614,71.30166667,"No"
1615,70.99333333,"No"
1616,70.64833333,"No"
1617,70.51166667,"No"
1618,70.65666667,"No"
1619,70.7,"No"
1620,70.605,"No"
1621,70.43666667,"No"
1622,70.17666667,"No"
1623,69.90166667,"No"
1624,69.68333333,"No"
1625,69.52,"No"
1626,69.37333333,"No"
1627,69.255,"No"
1628,69.16833333,"No"
1629,69.055,"No"
1630,68.935,"No"
1631,68.80166667,"No"
1632,68.67166667,"No"
1633,68.54,"No"
1634,68.36333333,"No"
1635,68.19666667,"No"
1636,68,"No"
1637,67.795,"No"
1638,67.58833333,"No"
1639,67.37666667,"No"
1640,67.165,"No"
1641,66.945,"No"
1642,66.755,"No"
1643,66.555,"No"
1644,66.37333333,"No"
1645,66.165,"No"
1646,65.98666667,"No"
1647,65.80833333,"No"
1648,65.645,"No"
1649,65.48333333,"No"
1650,65.31333333,"No"
1651,65.14333333,"No"
1652,64.965,"No"
1653,64.79666667,"No"
1654,64.62333333,"No"
1655,64.45333333,"No"
1656,64.28333333,"No"
1657,64.12166667,"No"
1658,63.95,"No"
1659,64.73666667,"No"
1660,65.18833333,"No"
1661,65.015,"No"
1662,65.16833333,"No"
1663,65.51833333,"No"
1664,66.09166667,"No"
1665,66.76833333,"No"
1666,67.145,"No"
1667,67.155,"No"
1668,67.23,"No"
1669,67.25,"No"
1670,67.68166667,"No"
1671,68.21,"No"
1672,68.375,"No"
1673,68.4,"No"
1674,68.385,"No"
1675,68.72666667,"No"
1676,69.19833333,"No"
1677,69.25833333,"No"
1678,69.27833333,"No"
1679,69.14,"No"
1680,69.5,"No"
1681,69.98833333,"No"
1682,70.045,"No"
1683,69.98666667,"No"
1684,69.82666667,"No"
1685,69.99,"No"
1686,70.41333333,"No"
1687,70.79,"No"
1688,70.87833333,"No"
1689,70.65333333,"No"
1690,70.575,"No"
1691,70.91833333,"No"
1692,71.28166667,"No"
1693,71.4,"No"
1694,71.29333333,"No"
1695,71.09666667,"No"
1696,71.34833333,"No"
1697,71.66333333,"No"
1698,71.895,"No"
1699,71.92,"No"
1700,71.69666667,"No"
1701,71.71333333,"No"
1702,71.925,"No"
1703,72.17833333,"No"
1704,72.295,"No"
1705,72.155,"No"
1706,72,"No"
1707,72.15333333,"No"
1708,72.38,"No"
1709,72.57333333,"No"
1710,72.58166667,"No"
1711,72.41166667,"No"
1712,72.39666667,"No"
1713,72.67333333,"No"
1714,72.95166667,"No"
1715,73.03833333,"No"
1716,72.88666667,"No"
1717,72.7,"No"
1718,72.83833333,"No"
1719,73.04166667,"No"
1720,73.27833333,"No"
1721,73.3,"No"
1722,73.21833333,"No"
1723,73.09166667,"No"
1724,73.235,"No"
1725,73.34666667,"No"
1726,73.57,"No"
1727,73.54833333,"No"
1728,73.42833333,"No"
1729,73.31,"No"
1730,73.455,"No"
1731,73.53166667,"No"
1732,73.75333333,"No"
1733,73.715,"No"
1734,73.58833333,"No"
1735,73.49,"No"
1736,73.67166667,"No"
1737,73.80333333,"No"
1738,74.02333333,"No"
1739,73.975,"No"
1740,73.755,"No"
1741,73.635,"No"
1742,73.78833333,"No"
1743,73.83,"No"
1744,73.975,"No"
1745,74,"No"
1746,73.84166667,"No"
1747,73.775,"No"
1748,73.88833333,"No"
1749,73.93166667,"No"
1750,73.96666667,"No"
1751,74.09833333,"No"
1752,73.96833333,"No"
1753,73.89,"No"
1754,73.97833333,"No"
1755,74.03666667,"No"
1756,74.1,"No"
1757,74.17833333,"No"
1758,74.12833333,"No"
1759,73.94166667,"No"
1760,73.955,"No"
1761,74.17166667,"No"
1762,74.31166667,"No"
1763,74.4,"No"
1764,74.25833333,"No"
1765,73.97166667,"No"
1766,73.825,"No"
1767,74.10833333,"No"
1768,74.40166667,"No"
1769,74.5,"No"
1770,74.26333333,"No"
1771,73.80666667,"No"
1772,73.74,"No"
1773,74.04166667,"No"
1774,74.23333333,"No"
1775,74.36833333,"No"
1776,74.24833333,"No"
1777,74.00333333,"No"
1778,73.95833333,"No"
1779,74.19,"No"
1780,74.30333333,"No"
1781,74.4,"No"
1782,74.37666667,"No"
1783,74.14,"No"
1784,73.96666667,"No"
1785,74.15833333,"No"
1786,74.42333333,"No"
1787,74.50666667,"No"
1788,74.62833333,"No"
1789,74.6,"No"
1790,74.70333333,"No"
1791,75.005,"No"
1792,75.1,"No"
1793,75.13333333,"No"
1794,75.2,"No"
1795,75.195,"No"
1796,75.20833333,"No"
1797,75.44333333,"No"
1798,75.695,"No"
1799,75.76166667,"No"
1800,75.78,"No"
1801,75.57,"No"
1802,75.435,"No"
1803,75.62833333,"No"
1804,75.8,"No"
1805,75.84,"No"
1806,75.78166667,"No"
1807,75.57,"No"
1808,75.5,"No"
1809,75.57666667,"No"
1810,75.86,"No"
1811,75.9,"No"
1812,75.84833333,"No"
1813,75.71833333,"No"
1814,75.63166667,"No"
1815,75.80666667,"No"
1816,75.96166667,"No"
1817,75.83166667,"No"
1818,75.71166667,"No"
1819,75.485,"No"
1820,75.275,"No"
1821,75.2,"No"
1822,75.39166667,"No"
1823,75.61166667,"No"
1824,75.69833333,"No"
1825,75.575,"No"
1826,75.205,"No"
1827,74.92,"No"
1828,75.1,"No"
1829,75.30333333,"No"
1830,75.4,"No"
1831,75.31,"No"
1832,74.97333333,"No"
1833,74.8,"No"
1834,74.96,"No"
1835,75.135,"No"
1836,75.23833333,"No"
1837,75.12833333,"No"
1838,74.79,"No"
1839,74.61666667,"No"
1840,74.80166667,"No"
1841,74.90333333,"No"
1842,74.99,"No"
1843,74.88833333,"No"
1844,74.64666667,"No"
1845,74.41,"No"
1846,74.50166667,"No"
1847,74.62166667,"No"
1848,74.77,"No"
1849,74.67666667,"No"
1850,74.41833333,"No"
1851,74.24333333,"No"
1852,74.48,"No"
1853,74.69166667,"No"
1854,74.68333333,"No"
1855,74.46,"No"
1856,74.13666667,"No"
1857,74.21333333,"No"
1858,74.41666667,"No"
1859,74.5,"No"
1860,74.49333333,"No"
1861,74.3,"No"
1862,74.16666667,"No"
1863,74.38333333,"No"
1864,74.57666667,"No"
1865,74.59,"No"
1866,74.40833333,"No"
1867,74.21,"No"
1868,74.325,"No"
1869,74.4,"No"
1870,74.49,"No"
1871,74.48833333,"No"
1872,74.295,"No"
1873,74.22,"No"
1874,74.37,"No"
